sentiment,review_text,review_text_original,review_text_encoding_fixed,review_text_cleaned,encoding_changed,contraction_changed,non_english_words
Positive,good environment for fresh grads,good environment for fresh grads.,good environment for fresh grads.,good environment for fresh grads.,False,False,[]
Positive,productive workplace,productive workplace,productive workplace,productive workplace,False,False,[]
Positive,fun workplace and nice working environment,fun workplace and nice working environment,fun workplace and nice working environment,fun workplace and nice working environment,False,False,[]
Positive,great benefits and team,great benefits and team.,great benefits and team.,great benefits and team.,False,False,[]
Positive,bankname customer service representative is a career that will help you prepare yourself with skills such as time management skills multitasking productivity management and you grow and stretch to go above and beyond to put a smile on customerâs face,"uob customer service representative is a career that will help you prepare yourself with skills such as time management skills, multitasking, productivity management and you grow and stretch to go above and beyond to put a smile on customerâs face.","uob customer service representative is a career that will help you prepare yourself with skills such as time management skills, multitasking, productivity management and you grow and stretch to go above and beyond to put a smile on customer's face.","uob customer service representative is a career that will help you prepare yourself with skills such as time management skills, multitasking, productivity management and you grow and stretch to go above and beyond to put a smile on customer's face.",True,False,[]
Positive,career enhancing and good vibes,career enhancing and good vibes.,career enhancing and good vibes.,career enhancing and good vibes.,False,False,[]
Positive,great collaborative culture,great collaborative culture,great collaborative culture,great collaborative culture,False,False,[]
Positive,big bonus,big bonus,big bonus,big bonus,False,False,[]
Positive,the best working place for intern,the best working place for intern.,the best working place for intern.,the best working place for intern.,False,False,[]
Positive,this not only served as a motivating factor but also reflected the organization commitment to recognizing and rewarding the hard work of its employees,this not only served as a motivating factor but also reflected the organization's commitment to recognizing and rewarding the hard work of its employees.,this not only served as a motivating factor but also reflected the organization's commitment to recognizing and rewarding the hard work of its employees.,this not only served as a motivating factor but also reflected the organization's commitment to recognizing and rewarding the hard work of its employees.,False,False,[]
Negative,messy standard operating procedure no career advancement old equipment hard to apply for annual leave even got a lot of it,messy sop no career advancement old equipment hard to apply for al even got alot of it,messy sop no career advancement old equipment hard to apply for al even got alot of it,messy sop no career advancement old equipment hard to apply for al even got alot of it,False,False,[]
Positive,happy productive and fun workplace,"happy, productive and fun workplace","happy, productive and fun workplace","happy, productive and fun workplace",False,False,[]
Positive,overall my experience at bankname was not only professionally rewarding but also personally fulfilling,"overall, my experience at bank rakyat was not only professionally rewarding but also personally fulfilling.","overall, my experience at bank rakyat was not only professionally rewarding but also personally fulfilling.","overall, my experience at bank rakyat was not only professionally rewarding but also personally fulfilling.",False,False,[]
Negative,bad corporate culture,bad corporate culture ,bad corporate culture ,bad corporate culture ,False,False,[]
Positive,the best part of working at bankname was the supportive work environment and strong teamwork among colleagues,the best part of working at rhb was the supportive work environment and strong teamwork among colleagues.,the best part of working at rhb was the supportive work environment and strong teamwork among colleagues.,the best part of working at rhb was the supportive work environment and strong teamwork among colleagues.,False,False,[]
Negative,challenge the working is quite stressful,challenge: the working is quite stressful.,challenge: the working is quite stressful.,challenge: the working is quite stressful.,False,False,[]
Positive,the remunerations given are very beneficial especially for holiday leave and medical benefit,the remunerations given are very beneficial especially for holiday leave and medical benefit.,the remunerations given are very beneficial especially for holiday leave and medical benefit.,the remunerations given are very beneficial especially for holiday leave and medical benefit.,False,False,[]
Negative,toxic bad negative,"toxic, bad, negative.","toxic, bad, negative.","toxic, bad, negative.",False,False,[]
Negative,not good environment,not good environment,not good environment,not good environment,False,False,[]
Positive,employees value these perks which contribute to their overall job satisfaction,"employees value these perks, which contribute to their overall job satisfaction.","employees value these perks, which contribute to their overall job satisfaction.","employees value these perks, which contribute to their overall job satisfaction.",False,False,[]
Positive,bankname offers competitive compensation health insurance retirement benefits and wellness programs,"maybank offers competitive compensation, health insurance, retirement benefits, and wellness programs. ","maybank offers competitive compensation, health insurance, retirement benefits, and wellness programs. ","maybank offers competitive compensation, health insurance, retirement benefits, and wellness programs. ",False,False,[]
Positive,the team really supportive and helpful especially when youre having trouble problem in your work,the team really supportive and helpful especially when youre having trouble/problem in your work.,the team really supportive and helpful especially when youre having trouble/problem in your work.,the team really supportive and helpful especially when you are having trouble/problem in your work.,False,True,[]
Positive,working at bankname as a contract executive for two years was a valuable and enriching experience,working at bank rakyat as a contract executive for two years was a valuable and enriching experience.,working at bank rakyat as a contract executive for two years was a valuable and enriching experience.,working at bank rakyat as a contract executive for two years was a valuable and enriching experience.,False,False,[]
Negative,working here means forgetting of going back on time the very first day itself the manager told me here i don't want people to go back on time usual working time is from am to pm but you are required to work more but none is claimable,"working here means forgetting of going back on time, the very first day itself the manager told me "" here i don't want people to go back on time"" usual working time is from 08:45 am to 5:45pm but you are required to work more but none is claimable.","working here means forgetting of going back on time, the very first day itself the manager told me "" here i don't want people to go back on time"" usual working time is from 08:45 am to 5:45pm but you are required to work more but none is claimable.","working here means forgetting of going back on time, the very first day itself the manager told me "" here i do not want people to go back on time"" usual working time is from 08:45 am to 5:45pm but you are required to work more but none is claimable.",False,True,[]
Negative,bad experience,bad experience,bad experience,bad experience,False,False,[]
Positive,staff benefits is very very good in this company,staff benefits is very very good in this company.,staff benefits is very very good in this company.,staff benefits is very very good in this company.,False,False,[]
Positive,employees often note that the company invests in their professional development with various training programs and mentorship opportunities available to support career progression,"employees often note that the company invests in their professional development, with various training programs and mentorship opportunities available to support career progression.","employees often note that the company invests in their professional development, with various training programs and mentorship opportunities available to support career progression.","employees often note that the company invests in their professional development, with various training programs and mentorship opportunities available to support career progression.",False,False,[]
Negative,poor management and leadership with a lack of recognition for employees who go above and beyond their regular duties,"poor management and leadership, with a lack of recognition for employees who go above and beyond their regular duties.","poor management and leadership, with a lack of recognition for employees who go above and beyond their regular duties.","poor management and leadership, with a lack of recognition for employees who go above and beyond their regular duties.",False,False,[]
Positive,good benefit good exposure best environment good bonus and everything,"good benefit, good exposure, best enviroment, good bonus and everything.","good benefit, good exposure, best enviroment, good bonus and everything.","good benefit, good exposure, best enviroment, good bonus and everything.",False,False,[]
Positive,productive and work fun place,productive and work fun place,productive and work fun place,productive and work fun place,False,False,[]
Negative,operation team negative lack of staff lead to task overloaded will be under pressure a lot,"operation team negative: lack of staff lead to task overloaded, will be under pressure a lot.","operation team negative: lack of staff lead to task overloaded, will be under pressure a lot.","operation team negative: lack of staff lead to task overloaded, will be under pressure a lot.",False,False,[]
Positive,the benefit are superb you can claim everything for personal things that is hotel flight ticket sport etc,"the benefit are superb , you can claim everything for personal things ie hotel , flight ticket , sport & etc.","the benefit are superb , you can claim everything for personal things ie hotel , flight ticket , sport & etc.","the benefit are superb , you can claim everything for personal things ie hotel , flight ticket , sport & etc.",False,False,[]
Positive,the management is approachable teamwork is highly valued and there are good opportunities to gain hands on experience and develop both technical and soft skills,"the management is approachable, teamwork is highly valued, and there are good opportunities to gain hands-on experience and develop both technical and soft skills.","the management is approachable, teamwork is highly valued, and there are good opportunities to gain hands-on experience and develop both technical and soft skills.","the management is approachable, teamwork is highly valued, and there are good opportunities to gain hands-on experience and develop both technical and soft skills.",False,False,[]
Positive,the work culture is generally positive with supportive and fun colleagues and the bank offers good flexibility through work from home arrangements for specific departments,"the work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments.","the work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments.","the work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments.",False,False,[]
Positive,great bonus and increment,great bonus and increment.,great bonus and increment.,great bonus and increment.,False,False,[]
Positive,very recommended to work,very recommended to work.,very recommended to work.,very recommended to work.,False,False,[]
Positive,my experience working here has been largely positive with a supportive environment that encourages learning and growth,"my experience working here has been largely positive, with a supportive environment that encourages learning and growth.","my experience working here has been largely positive, with a supportive environment that encourages learning and growth.","my experience working here has been largely positive, with a supportive environment that encourages learning and growth.",False,False,[]
Positive,positive the allowance was good,positive: the allowance was good.,positive: the allowance was good.,positive: the allowance was good.,False,False,[]
Positive,i had a great experience working at bankname,i had a great experience working at bank islam.,i had a great experience working at bank islam.,i had a great experience working at bank islam.,False,False,[]
Positive,good and friendly staff senior staff more helpful,"good and friendly staff , senior staff more helpful ","good and friendly staff , senior staff more helpful ","good and friendly staff , senior staff more helpful ",False,False,[]
Positive,a good start for fresh grad who are willing to work under stress,a good start for fresh grad who are willing to work under stress,a good start for fresh grad who are willing to work under stress,a good start for fresh grad who are willing to work under stress,False,False,[]
Positive,a typical day at work and i believe i've learned a lot of skills such as communicating more time managing and stuff like that and the work place is really good,"a typical day at work and i believe i've learned a lot of skills such as communicating, more time managing and stuff like that and the work place is rwally good","a typical day at work and i believe i've learned a lot of skills such as communicating, more time managing and stuff like that and the work place is rwally good","a typical day at work and i believe i have learned a lot of skills such as communicating, more time managing and stuff like that and the work place is rwally good",False,True,[]
Positive,it gave me a sense of personal accomplishment,"it gave me a sense of personal accomplishment, ","it gave me a sense of personal accomplishment, ","it gave me a sense of personal accomplishment, ",False,False,[]
Positive,the company has a fast paced and high performance work culture that challenges you to grow,the company has a fast-paced and high-performance work culture that challenges you to grow.,the company has a fast-paced and high-performance work culture that challenges you to grow.,the company has a fast-paced and high-performance work culture that challenges you to grow.,False,False,[]
Positive,the best experience ever,the best experience ever.,the best experience ever.,the best experience ever.,False,False,[]
Negative,stressful for sales staff,stressful for sales staff ,stressful for sales staff ,stressful for sales staff ,False,False,[]
Positive,the workplace and work culture appreciate people who are working overtime,the workplace and work-culture appreciate people who are working overtime.,the workplace and work-culture appreciate people who are working overtime.,the workplace and work-culture appreciate people who are working overtime.,False,False,[]
Positive,great,great,great,great,False,False,[]
Positive,productive and fun environment,productive and fun environment,productive and fun environment,productive and fun environment,False,False,[]
Negative,boss treats workers like highschoolers,'- boss treats workers like highschoolers,'- boss treats workers like highschoolers,'- boss treats workers like highschoolers,False,False,[]
Positive,good compensation in term of flexible care which you can claim for flight sport items hobby class,"good compensation in term of flexi care which you can claim for flight, sport items, hobby class ++.","good compensation in term of flexi care which you can claim for flight, sport items, hobby class ++.","good compensation in term of flexi care which you can claim for flight, sport items, hobby class ++.",False,False,[]
Positive,kudos for that,kudos for that.,kudos for that.,kudos for that.,False,False,[]
Negative,one step wrong crazy amount of overtime and gaslighting,"one step wrong, crazy amount of ot and gaslighting.","one step wrong, crazy amount of ot and gaslighting.","one step wrong, crazy amount of ot and gaslighting.",False,False,[]
Positive,great management supportive culture,"great management, supportive culture.","great management, supportive culture.","great management, supportive culture.",False,False,[]
Positive,the job is fun especially for those who like to talk to people and assist them,"the job is fun, especially for those who like to talk to people and assist them.","the job is fun, especially for those who like to talk to people and assist them.","the job is fun, especially for those who like to talk to people and assist them.",False,False,[]
Positive,bankname offers a fun and healthy work environment where employees were able to work and strive to be better everyday,maybank offers a fun and healthy work environment where employees were able to work and strive to be better everyday.,maybank offers a fun and healthy work environment where employees were able to work and strive to be better everyday.,maybank offers a fun and healthy work environment where employees were able to work and strive to be better everyday.,False,False,[]
Positive,the staff and taller very helpful and good place to enhance skill and also good for your career,the staff and taller very helpful and good place to enhance skill and also good for your career,the staff and taller very helpful and good place to enhance skill and also good for your career,the staff and taller very helpful and good place to enhance skill and also good for your career,False,False,[]
Positive,productive and supportive team,productive and supportive team,productive and supportive team,productive and supportive team,False,False,[]
Positive,the team was supportive and always willing to offer guidance helping me grow both personally and professionally,"the team was supportive and always willing to offer guidance, helping me grow both personally and professionally.","the team was supportive and always willing to offer guidance, helping me grow both personally and professionally.","the team was supportive and always willing to offer guidance, helping me grow both personally and professionally.",False,False,[]
Positive,i truly value the positive and professional work environment they create filled with teamwork respect and mutual support,"i truly value the positive and professional work environment they create, filled with teamwork, respect, and mutual support.","i truly value the positive and professional work environment they create, filled with teamwork, respect, and mutual support.","i truly value the positive and professional work environment they create, filled with teamwork, respect, and mutual support.",False,False,[]
Positive,great place for work,great place for work,great place for work,great place for work,False,False,[]
Negative,not a productive environment to work with,not a productive environment to work with,not a productive environment to work with,not a productive environment to work with,False,False,[]
Positive,it a great place to work,it's a great place to work... ,it's a great place to work... ,it is a great place to work... ,False,True,[]
Positive,the working environment is very positive it is very inclusive and the colleagues are very supportive,"the working environment is very positive, it is very inclusive and the colleagues are very supportive.","the working environment is very positive, it is very inclusive and the colleagues are very supportive.","the working environment is very positive, it is very inclusive and the colleagues are very supportive.",False,False,[]
Negative,but overall very bad team leader manager,but overall very bad team leader manager.,but overall very bad team leader manager.,but overall very bad team leader manager.,False,False,[]
Positive,productive and fun workplace,productive and fun workplace,productive and fun workplace,productive and fun workplace,False,False,[]
Positive,the supportive and friendly nature of my colleagues significantly contributed to making the overall work environment positive,the supportive and friendly nature of my colleagues significantly contributed to making the overall work environment positive.,the supportive and friendly nature of my colleagues significantly contributed to making the overall work environment positive.,the supportive and friendly nature of my colleagues significantly contributed to making the overall work environment positive.,False,False,[]
Positive,very good salary training,"very good salary, training","very good salary, training","very good salary, training",False,False,[]
Positive,superiors r very helpful and knowledgeable,superiors r very helpful and knowledgeable.,superiors r very helpful and knowledgeable.,superiors r very helpful and knowledgeable.,False,False,[]
Positive,great company to work for,great company to work for,great company to work for,great company to work for,False,False,[]
Positive,pro good for fresh graduate as a learning centre,pro: good for fresh graduate as a learning centre,pro: good for fresh graduate as a learning centre,pro: good for fresh graduate as a learning centre,False,False,[]
Positive,my internship experience has been incredibly rewarding,my internship experience has been incredibly rewarding.,my internship experience has been incredibly rewarding.,my internship experience has been incredibly rewarding.,False,False,[]
Negative,cons salary not balance,cons: salary not balance,cons: salary not balance,cons: salary not balance,False,False,[]
Positive,the combination of a supportive work environment generous bonuses and the opportunity to learn from experienced colleagues made it a positive chapter in my career,"the combination of a supportive work environment, generous bonuses, and the opportunity to learn from experienced colleagues made it a positive chapter in my career.","the combination of a supportive work environment, generous bonuses, and the opportunity to learn from experienced colleagues made it a positive chapter in my career.","the combination of a supportive work environment, generous bonuses, and the opportunity to learn from experienced colleagues made it a positive chapter in my career.",False,False,[]
Positive,it is a very good company to start your career with great salary package for fresh graduates,it is a very good company to start your career with great salary package for fresh graduates.,it is a very good company to start your career with great salary package for fresh graduates.,it is a very good company to start your career with great salary package for fresh graduates.,False,False,[]
Positive,great team supportive culture challenging work,"great team, supportive culture, challenging work.","great team, supportive culture, challenging work.","great team, supportive culture, challenging work.",False,False,[]
Positive,the management encouraged growth provided continuous training and valued employeesâ contributions making it a great place to build a long term career,"the management encouraged growth, provided continuous training, and valued employeesâ contributions, making it a great place to build a long term career.","the management encouraged growth, provided continuous training, and valued employees' contributions, making it a great place to build a long term career.","the management encouraged growth, provided continuous training, and valued employees' contributions, making it a great place to build a long term career.",True,False,[]
Positive,supportive bosses chief executive officer staff,"supportive bosses, ceo , staff .","supportive bosses, ceo , staff .","supportive bosses, ceo , staff .",False,False,[]
Negative,i would say run while you can there is no good employee welfare pantry is provided but not with food works are expected to be learnt in one go despite learning phase,"i would say run while you can, there is no good employee welfare, pantry is provided but not with food, works are expected to be learnt in one go despite learning phase.","i would say run while you can, there is no good employee welfare, pantry is provided but not with food, works are expected to be learnt in one go despite learning phase.","i would say run while you can, there is no good employee welfare, pantry is provided but not with food, works are expected to be learnt in one go despite learning phase.",False,False,[]
Positive,employees appreciate the flexibility in working hours the option for remote work in some roles and generous leave policies,"employees appreciate the flexibility in working hours, the option for remote work (in some roles), and generous leave policies.","employees appreciate the flexibility in working hours, the option for remote work (in some roles), and generous leave policies.","employees appreciate the flexibility in working hours, the option for remote work (in some roles), and generous leave policies.",False,False,[]
Positive,productive and good for self advancement,productive and good for self advancement,productive and good for self advancement,productive and good for self advancement,False,False,[]
Negative,cons the senior management will keep chasing you when something urgent requires your help and don't even bother you at other times,cons - the senior management will keep chasing you when something urgent requires your help and don't even bother you at other times.,cons - the senior management will keep chasing you when something urgent requires your help and don't even bother you at other times.,cons - the senior management will keep chasing you when something urgent requires your help and do not even bother you at other times.,False,True,[]
Negative,simply appalling,simply appalling,simply appalling,simply appalling,False,False,[]
Negative,the hardest part of the job is current manager is toxic,the hardest part of the job is current manager is toxic .,the hardest part of the job is current manager is toxic .,the hardest part of the job is current manager is toxic .,False,False,[]
Negative,but they failed my expectations too stressful and unable to handle it very very lousy management,"but they failed my expectations, too stressful and unable to handle it, very very lousy management","but they failed my expectations, too stressful and unable to handle it, very very lousy management","but they failed my expectations, too stressful and unable to handle it, very very lousy management",False,False,[]
Positive,best place to have an internship,best place to have an internship,best place to have an internship,best place to have an internship,False,False,[]
Negative,workplace culture not okay because senior behave like intern,workplace culture not ok because senior behave like intern .,workplace culture not ok because senior behave like intern .,workplace culture not ok because senior behave like intern .,False,False,[]
Negative,very toxic management style,very toxic management style.,very toxic management style.,very toxic management style.,False,False,[]
Negative,constant stress unclear roles and no team support,"constant stress, unclear roles, and no team support","constant stress, unclear roles, and no team support","constant stress, unclear roles, and no team support",False,False,[]
Positive,they genuinely care about the teamâs well being and motivate us with positivity and encouragement,they genuinely care about the teamâs well-being and motivate us with positivity and encouragement.,they genuinely care about the team's well-being and motivate us with positivity and encouragement.,they genuinely care about the team's well-being and motivate us with positivity and encouragement.,True,False,[]
Positive,i especially appreciated the structured training programs and the emphasis on teamwork which helped me develop valuable skills in financial services and customer relations,"i especially appreciated the structured training programs and the emphasis on teamwork, which helped me develop valuable skills in financial services and customer relations.","i especially appreciated the structured training programs and the emphasis on teamwork, which helped me develop valuable skills in financial services and customer relations.","i especially appreciated the structured training programs and the emphasis on teamwork, which helped me develop valuable skills in financial services and customer relations.",False,False,[]
Negative,no work life balance and they will pressure you all the time,no work life balance and they will pressure you all the time,no work life balance and they will pressure you all the time,no work life balance and they will pressure you all the time,False,False,[]
Positive,great benefits encouraging bonus and competitive salary if you work in headquarters,"great benefits, encouraging bonus and competitive salary if you work in hq.","great benefits, encouraging bonus and competitive salary if you work in hq.","great benefits, encouraging bonus and competitive salary if you work in hq.",False,False,[]
Negative,stressful unfair,"stressful, unfair","stressful, unfair","stressful, unfair",False,False,[]
Positive,the work life balance here is to die for,the work-life balance here is to die for.,the work-life balance here is to die for.,the work-life balance here is to die for.,False,False,[]
Positive,brilliant training initiatives cool projects lots of learning opportunities,"brilliant training initiatives, cool projects & lots of learning opportunities","brilliant training initiatives, cool projects & lots of learning opportunities","brilliant training initiatives, cool projects & lots of learning opportunities",False,False,[]
Negative,the work environment is highly political and toxic with poor work life balance,"the work environment is highly political and toxic, with poor work-life balance.","the work environment is highly political and toxic, with poor work-life balance.","the work environment is highly political and toxic, with poor work-life balance.",False,False,[]
Negative,but current manager is toxic,but current manager is toxic .,but current manager is toxic .,but current manager is toxic .,False,False,[]
Positive,superior guidance all the time,superior guidance all the time.,superior guidance all the time.,superior guidance all the time.,False,False,[]
Positive,productive and fun work place,productive and fun work place,productive and fun work place,productive and fun work place,False,False,[]
Positive,very productive and fun workplace,very productive and fun workplace,very productive and fun workplace,very productive and fun workplace,False,False,[]
Negative,they took advantage to bully me and asked me to leave the company,"they took advantage to bully me and asked me to leave the company, ","they took advantage to bully me and asked me to leave the company, ","they took advantage to bully me and asked me to leave the company, ",False,False,[]
Positive,recognition ownership employees are empowered to lead initiatives and recognized for their contributions,recognition & ownership: employees are empowered to lead initiatives and recognized for their contributions.,recognition & ownership: employees are empowered to lead initiatives and recognized for their contributions.,recognition & ownership: employees are empowered to lead initiatives and recognized for their contributions.,False,False,[]
Negative,stressful and rigid,stressful and rigid,stressful and rigid,stressful and rigid,False,False,[]
Positive,amazing experience,amazing experience,amazing experience,amazing experience,False,False,[]
Positive,great place to start out my career,great place to start out my career.,great place to start out my career.,great place to start out my career.,False,False,[]
Positive,workplace and culture are very good,workplace and culture are very good,workplace and culture are very good,workplace and culture are very good,False,False,[]
Positive,for the benefits it tip top,for the benefits it's tip top .,for the benefits it's tip top .,for the benefits it is tip top .,False,True,[]
Positive,nice colleague best working environment got training and seniors are willingly to teach you if you are lost or dumbfounded,"nice colleague, best working environment, got training and seniors are willingly to teach you if you are lost or dumbfounded.","nice colleague, best working environment, got training and seniors are willingly to teach you if you are lost or dumbfounded.","nice colleague, best working environment, got training and seniors are willingly to teach you if you are lost or dumbfounded.",False,False,[]
Negative,cons micromanage on daily basis,cons - micromanage on daily basis,cons - micromanage on daily basis,cons - micromanage on daily basis,False,False,[]
Positive,great salary bonus and increment,"great salary, bonus and increment","great salary, bonus and increment","great salary, bonus and increment",False,False,[]
Negative,short break management suck,"short break, management suck","short break, management suck","short break, management suck",False,False,[]
Positive,fun and enjoy working here as all the seniors all really helpful as i had experienced in sale department form previous employment it actually help me a lot,"fun and enjoy working here as all the seniors all really helpful... as i had experienced in sale department form previous employment, it actually help me a lot","fun and enjoy working here as all the seniors all really helpful... as i had experienced in sale department form previous employment, it actually help me a lot","fun and enjoy working here as all the seniors all really helpful... as i had experienced in sale department form previous employment, it actually help me a lot",False,False,[]
Positive,best part teamwork,best part: teamwork!,best part: teamwork!,best part: teamwork!,False,False,[]
Negative,not a good place unless you're willing to do anything for money,not a good place unless you're willing to do anything for money,not a good place unless you're willing to do anything for money,not a good place unless you are willing to do anything for money,False,True,[]
Negative,bad working culture at finance and risk division,bad working culture at finance and risk division,bad working culture at finance and risk division,bad working culture at finance and risk division,False,False,[]
Positive,their willingness to share knowledge their patience in teaching and their constant encouragement have made a huge difference in my growth and confidence at work,"their willingness to share knowledge, their patience in teaching, and their constant encouragement have made a huge difference in my growth and confidence at work.","their willingness to share knowledge, their patience in teaching, and their constant encouragement have made a huge difference in my growth and confidence at work.","their willingness to share knowledge, their patience in teaching, and their constant encouragement have made a huge difference in my growth and confidence at work.",False,False,[]
Positive,employee benefits benefits packages are another strong point,employee benefits: benefits packages are another strong point.,employee benefits: benefits packages are another strong point.,employee benefits: benefits packages are another strong point.,False,False,[]
Negative,not good to stay for a long time,not good to stay for a long time.,not good to stay for a long time.,not good to stay for a long time.,False,False,[]
Positive,best workplace good salary,"best workplace, good salary","best workplace, good salary","best workplace, good salary",False,False,[]
Positive,good salary good environment opportunity to learn good training good team work good benefits and compensation,"good salary , good environment, opportunity to learn, good training , good team work, good benefits and compensation","good salary , good environment, opportunity to learn, good training , good team work, good benefits and compensation","good salary , good environment, opportunity to learn, good training , good team work, good benefits and compensation",False,False,[]
Negative,current manager is toxic,current manager is toxic,current manager is toxic,current manager is toxic,False,False,[]
Positive,thank you for being such wonderful teammates and for making my experience here so meaningful,thank you for being such wonderful teammates and for making my experience here so meaningful.,thank you for being such wonderful teammates and for making my experience here so meaningful.,thank you for being such wonderful teammates and for making my experience here so meaningful.,False,False,[]
Negative,this review is for most positions under the deposit department poor management no proper space to meet clients and zero guidance,"this review is for most positions under the deposit department: poor management, no proper space to meet clients, and zero guidance.","this review is for most positions under the deposit department: poor management, no proper space to meet clients, and zero guidance.","this review is for most positions under the deposit department: poor management, no proper space to meet clients, and zero guidance.",False,False,[]
Positive,the employees were very supportive,the employees were very supportive.,the employees were very supportive.,the employees were very supportive.,False,False,[]
Negative,no guidance no space and no credit,"no guidance, no space, and no credit","no guidance, no space, and no credit","no guidance, no space, and no credit",False,False,[]
Negative,it was a very bad experience,it was a very bad experience.,it was a very bad experience.,it was a very bad experience.,False,False,[]
Positive,best place to work,best place to work,best place to work,best place to work,False,False,[]
Positive,positive working environment,positive working environment,positive working environment,positive working environment,False,False,[]
Positive,overall bankname is an excellent place to work if youâre looking for a dynamic professional and rewarding workplace,"overall, bank islam is an excellent place to work if youâre looking for a dynamic, professional, and rewarding workplace","overall, bank islam is an excellent place to work if you're looking for a dynamic, professional, and rewarding workplace","overall, bank islam is an excellent place to work if you are looking for a dynamic, professional, and rewarding workplace",True,True,[]
Negative,forget about life if you work in this company,forget about life if u work in this company,forget about life if u work in this company,forget about life if you work in this company,False,True,[]
Negative,worst management,worst management,worst management,worst management,False,False,[]
Positive,this balance of professionalism and human touch makes working under them both inspiring and enjoyable,this balance of professionalism and human touch makes working under them both inspiring and enjoyable,this balance of professionalism and human touch makes working under them both inspiring and enjoyable,this balance of professionalism and human touch makes working under them both inspiring and enjoyable,False,False,[]
Positive,i would like to take this opportunity to express my heartfelt appreciation to my colleagues at bankname placename who have been incredibly supportive and generous with their guidance since my very first day,i would like to take this opportunity to express my heartfelt appreciation to my colleagues at maybank alor setar who have been incredibly supportive and generous with their guidance since my very first day.,i would like to take this opportunity to express my heartfelt appreciation to my colleagues at maybank alor setar who have been incredibly supportive and generous with their guidance since my very first day.,i would like to take this opportunity to express my heartfelt appreciation to my colleagues at maybank alor setar who have been incredibly supportive and generous with their guidance since my very first day.,False,False,[]
Positive,pros the remuneration packages and bonuses are great,pros - the renumeration packages and bonuses are great.,pros - the renumeration packages and bonuses are great.,pros - the renumeration packages and bonuses are great.,False,False,[]
Positive,pros able to develop relevant experience,pros - able to develop relevant experience,pros - able to develop relevant experience,pros - able to develop relevant experience,False,False,[]
Negative,shame unfair hurting inhumanity,"shame, unfair, hurting, unhumanity","shame, unfair, hurting, unhumanity","shame, unfair, hurting, unhumanity",False,False,[]
Positive,excellence staff benefits,excellence staff benefits,excellence staff benefits,excellence staff benefits,False,False,[]
Negative,no work life balance,"no work life balance, ","no work life balance, ","no work life balance, ",False,False,[]
Negative,toxic,toxic,toxic,toxic,False,False,[]
Negative,no work life balance expected to work hours everyday high workload and marketing officer will keep pressuring you to meet their figure supposed to work as a team but end up each of team member only work for their own target and goal not recommend,"no work life balance, expected to work 13 hours everyday, high workload and marketing officer will keep pressuring you to meet their figure, supposed to work as a team but end up each of team member only work for their own target and goal, not recommend","no work life balance, expected to work 13 hours everyday, high workload and marketing officer will keep pressuring you to meet their figure, supposed to work as a team but end up each of team member only work for their own target and goal, not recommend","no work life balance, expected to work 13 hours everyday, high workload and marketing officer will keep pressuring you to meet their figure, supposed to work as a team but end up each of team member only work for their own target and goal, not recommend",False,False,[]
Positive,innovation driven focus on digital transformation makes it an exciting place for tech savvy professionals,innovation-driven: focus on digital transformation makes it an exciting place for tech-savvy professionals.,innovation-driven: focus on digital transformation makes it an exciting place for tech-savvy professionals.,innovation-driven: focus on digital transformation makes it an exciting place for tech-savvy professionals.,False,False,[]
Negative,very unprofessional from team manager up to higher management level,very unprofessional from team manager up to higher management lvl.,very unprofessional from team manager up to higher management lvl.,very unprofessional from team manager up to higher management lvl.,False,False,[]
Positive,strong staff engagement,strong staff engagement,strong staff engagement,strong staff engagement,False,False,[]
Positive,employer of choice for everyone,employer of choice for everyone,employer of choice for everyone,employer of choice for everyone,False,False,[]
Positive,best benefits and great working environment,best benefits and great working environment ,best benefits and great working environment ,best benefits and great working environment ,False,False,[]
Positive,great place to kickstart your career,great place to kickstart your career,great place to kickstart your career,great place to kickstart your career,False,False,[]
Positive,very good first job blessed to have the opportunity to work at bankname,very good first job... blessed to have the opportunity to work at maybank!,very good first job... blessed to have the opportunity to work at maybank!,very good first job... blessed to have the opportunity to work at maybank!,False,False,[]
Negative,very heavy workloads no work life balance toxic management,"very heavy workloads, no work life balance & toxic management","very heavy workloads, no work life balance & toxic management","very heavy workloads, no work life balance & toxic management",False,False,[]
Negative,work like dog work until you die no one gonna appreciate you,"work like dog, work until you die, no one gonna appreciate you.","work like dog, work until you die, no one gonna appreciate you.","work like dog, work until you die, no one going to appreciate you.",False,True,[]
Negative,no work life balance no career growth," no work life balance, no career growth"," no work life balance, no career growth"," no work life balance, no career growth",False,False,[]
