AI_Label,Final_Label,AI_Confidence,Review_Status,sentence_text
Positive,Positive,0.938313186,Accepted,"But workers are very nice and friendly, sometimes got trips such as hiking to Mount Kinabalu"
Negative,Negative,0.938391685,Accepted,Could be toxic and unbearable.
Positive,Positive,0.938583493,Accepted,Productive and fun
Positive,Positive,0.93859607,Accepted,"There's always something happening, which keeps the work engaging and helps sharpen multitasking and time management skills"
Negative,Negative,0.938818336,Accepted,My mentor also talked bad about male colleague behind his back when male colleague took MC due to his illness.
Positive,Positive,0.938853681,Accepted,Good environment good workplace excellent customer care service able to deliver customer satisfaction with care.
Positive,Positive,0.93912077,Accepted,A good start for fresh graduate
Positive,Positive,0.939131439,Accepted,Comprehensive rewards and employee wellness.
Positive,Positive,0.939210534,Accepted,"Benefit and salary also good, "
Positive,Positive,0.939384997,Accepted,Great teamwork
Negative,Negative,0.93952316,Accepted,"No positive reviews, no work life balance."
Positive,Positive,0.939603329,Accepted,Good working in maybank.
Positive,Positive,0.939742029,Accepted,Over Productive.
Positive,Positive,0.940036654,Accepted,Benefit: Intern can learn a lot of knowledge and skills here.
Negative,Negative,0.940173864,Accepted,Very poor management
Negative,Negative,0.94039768,Accepted,not recommended for those who didnt know handle their stress.
Negative,Negative,0.940469146,Accepted,High work load with no work life balance
Negative,Negative,0.940496564,Accepted,Not a good choice
Positive,Positive,0.940608561,Accepted,what I enjoy while working in this company is being able to learn something new such as being able to communicate with a large number of customers because I am an introvert in talking to strangers and gaining experience in managing tasks or customers with a large number and making decisions quickly and accurately.
Positive,Positive,0.940712452,Accepted,Productive and fundwork place.
Positive,Positive,0.940964878,Accepted,This collaborative approach helped me to navigate the complexities of the job more effectively and ensured a smoother integration into the organizational dynamics.
Positive,Positive,0.941036284,Accepted,This company provides a supportive and collaborative working environment where employees are encouraged to learn and grow professionally.
Positive,Positive,0.941280305,Accepted,Very good team work to work with.
Positive,Positive,0.941287339,Accepted,"The environment is supportive, with great leaders and amazing teammates who are always willing to help."
Negative,Negative,0.941480756,Accepted,"Management is toxic, they do not care about your concerns."
Negative,Negative,0.941597521,Accepted,Cons Promoted next grade slow Too many expatriates
Positive,Positive,0.941627443,Accepted,Great place with great people.
Negative,Negative,0.941644788,Accepted,"Citi staff were treated poorly after the transition, which made things even harder."
Positive,Positive,0.942092717,Accepted,The best part was helping customers and resolving their issuesâit gave a real sense of accomplishment.
Positive,Positive,0.942147851,Accepted,Employees who thrive under pressure and enjoy teamwork may find Public Bank a good place to build a long-term career.
Positive,Positive,0.942191839,Accepted,I gained valuable insights into marketing and developed a stronger foundation for my career.
Positive,Positive,0.942314267,Accepted,Good working place and provides a best working experience.
Positive,Positive,0.942314625,Accepted,Fun workplace and good colleagues
Positive,Positive,0.94242686,Accepted,Best place to learn new things 
Positive,Positive,0.942444563,Accepted,"those who looking for experience, this is the place for you"
Positive,Positive,0.942758024,Accepted,Good for new graduates to start their career in banking as you tend to do a lot of things.
Positive,Positive,0.942768335,Accepted,"I love the environment and the people pay is good, bonus is just like 1/2 from 1 month salary"
Positive,Positive,0.942988455,Accepted,Fun place to work
Positive,Positive,0.943313479,Accepted,Managers are quite supportive despite i was in sales line.
Negative,Negative,0.943545341,Accepted,"Low salary manager is not professional and experienced, need to find the solution and solve the problem by yourself."
Negative,Negative,0.943792999,Accepted,Doing sales is the most stressful part 
Positive,Positive,0.943847537,Accepted,Very productive
Positive,Positive,0.944280088,Accepted,Bonus and increment are definitely the best in the market.
Positive,Positive,0.944437087,Accepted,"My CIA and Head of Department is great, "
Positive,Positive,0.944441736,Accepted,the most enjoyable part of the job is big bonus and medical expenses fully cover
Positive,Positive,0.944463789,Accepted,Valuable Learning Experince
Positive,Positive,0.944679976,Accepted,My department and team was very supportive.
Negative,Negative,0.944917798,Accepted,"Unfortunately, management was unresponsive and showed little concern for employee well-being."
Positive,Positive,0.94503504,Accepted,"Customer-Centric Values: Strong emphasis on delivering quality service, which builds purpose in daily work."
Negative,Negative,0.945218265,Accepted,"Unclear expectations, poor communication, low morale."
Positive,Positive,0.945312321,Accepted,Really good
Positive,Positive,0.945324421,Accepted,Fun and supportive workplace
Positive,Positive,0.945372641,Accepted,A good starting point for fresh graduate to start their career.
Negative,Negative,0.945570469,Accepted,so tired even during the weekends have to work long hours.
Positive,Positive,0.945590079,Accepted,Good work life balance great compensation.
Positive,Positive,0.945665598,Accepted,Theyâre not just coworkers â theyâve become mentors who are always ready to help without hesitation.
Negative,Negative,0.945849538,Accepted,No worklife balance
Positive,Positive,0.94585079,Accepted,good for fresh grad that wants to pursue career in financial sector.
Positive,Positive,0.945873559,Accepted,very good experience because can learn about work environment
Negative,Negative,0.946017802,Accepted,"no good when things happened eg, customer complaint there is no one to help u & support u."
Positive,Positive,0.946154535,Accepted,"Learning, growth and inclusive culture "
Positive,Positive,0.946161747,Accepted,"The culture encouraged learning from one another, fostering a sense of teamwork and camaraderie."
Positive,Positive,0.946390033,Accepted,"HR from HQ is friendly, helpful & response very fast on inquiries regarding the recruitment process."
Negative,Negative,0.94660902,Accepted,Nothing good there
Negative,Negative,0.94660902,Accepted,Nothing good there
Positive,Positive,0.946748912,Accepted,Good work culture Good boss Good working environment Good colleagues Got engagement between team members 
Positive,Positive,0.947103858,Accepted,Good company for your resume
Positive,Positive,0.947220325,Accepted,Good place to start your finance entry level career
Negative,Negative,0.947280467,Accepted,Cons: Management.
Positive,Positive,0.947345376,Accepted,Productive and good food as always
Negative,Negative,0.947517514,Accepted,Bosses not supportive at all and keep pressure us without listen to our opinions.
Positive,Positive,0.947610557,Accepted,If you love to give service the job will be fun and enjoyable.
Positive,Positive,0.947657347,Accepted,Having access to quality benefits and fair compensation not only enhances job satisfaction but also contributes to the salary.
Negative,Negative,0.947675586,Accepted,the overall environment at UOB Bankâparticularly post-Citi Bank migrationâwas demoralizing.
Positive,Positive,0.947870374,Accepted,"Good place to start for fresh graduates, offers a high starting salary but very long working hours."
Positive,Positive,0.947980881,Accepted,"Working at Public Bank Berhad can be a rewarding yet demanding experience, especially in the fast-paced environment of a commercial bank."
Positive,Positive,0.948264182,Accepted,I love the office environment where it has provided some entertainment space for fun & release stress.
Positive,Positive,0.948315978,Accepted,"a positive workplace culture is one that is built on meaningful work, open communication, and core values."
Positive,Positive,0.948350847,Accepted,good benefits and increment with bonus.
Negative,Negative,0.948408961,Accepted,"No work-life balance, kindly expect this as you need to perform follow-ups."
Negative,Negative,0.948425949,Accepted,"Kpi very strict, no work life balance"
Positive,Positive,0.948470354,Accepted,work under minimal supervision as long as you are able to hit the KPI set by the management good manager and supervisor makes my work easier as they are willing to help me seek for approval with cases that require higher up to issue
Positive,Positive,0.948496222,Accepted,"The great thing about the position, is the pay, bonuses and increment."
Positive,Positive,0.94856143,Accepted,productive and fun
Positive,Positive,0.948716462,Accepted,Recommended to join!
Positive,Positive,0.948893428,Accepted,Fun place to work at.
Positive,Positive,0.948940814,Accepted,One of the highlights of my time at Bank Rakyat was the willingness of my colleagues to share their knowledge and expertise.
Positive,Positive,0.949094415,Accepted,My internship at Maybank was an incredibly valuable experience.
Positive,Positive,0.949165463,Accepted,office is great and also get to wear casual wear to the office
Positive,Positive,0.949184299,Accepted,Performance-driven Culture
Negative,Negative,0.949261844,Accepted,No work-life balance.
Negative,Negative,0.949261844,Accepted,No work-life balance.
Positive,Positive,0.949442089,Accepted,My supervisor was very supportive in terms of my work and even career.
Negative,Negative,0.949558377,Accepted,The work environment were stressful and pressure.
Negative,Negative,0.949580014,Accepted,management not good 
Negative,Negative,0.949607253,Accepted,"The culture was heavily politicized, with favoritism and internal politics often overshadowing merit and hard work."
Positive,Positive,0.949733198,Accepted,"Maybank is a good place for fresh graduate, a lot you can learn and develop here."
Positive,Positive,0.94974333,Accepted,Good staff benefit and learning place
Positive,Positive,0.949923635,Accepted,"Iâm truly grateful, and I hope our bond continues to grow stronger as we move forward together."
Positive,Positive,0.949971378,Accepted,Great benefit 
Positive,Positive,0.949991405,Accepted,Productive and very friendly colleagues
Negative,Negative,0.950254083,Accepted,The hardest part was staying motivated in a toxic environment.
Positive,Positive,0.950446308,Accepted,Working at sales centre in shopping mall is quite fun.
Negative,Negative,0.950857997,Accepted,No work life balance
Negative,Negative,0.950857997,Accepted,No work life balance
Negative,Negative,0.950857997,Accepted,No work life balance
Negative,Negative,0.950857997,Accepted,No work life balance
Positive,Positive,0.951061547,Accepted,"The environment was collaborative and supportive, with a strong focus on both employee development and customer satisfaction."
Positive,Positive,0.951096773,Accepted,"Well Work Life Balance, Friendly Colleague"
Negative,Negative,0.951114297,Accepted,High inbound rate and very stressful
Negative,Negative,0.951625407,Accepted,"My mentor has very biased treatment, my mentor is always friendly towards the other colleagues (who are close to my mentor), but when comes to my male colleague (in same department) and me as a new worker, my mentor always give very bad compliment or judge us in a biased way."
Negative,Negative,0.951693475,Accepted,Cons: favoritism
Positive,Positive,0.951712728,Accepted,Great benefits and perks.
Positive,Positive,0.951728463,Accepted,they really took a good care of their intern.
Negative,Negative,0.951751411,Accepted,"My mentor also reacted excessively on trivial things about me and controlled me on every movement (""Don't show that you are not happy, because I saw you that you banged the table with documents"", while the actual event: The documents are too heavy that I can't carry properly, hence I have to arrange the documents with accidental bang)."
Positive,Positive,0.951876938,Accepted,"Positive environment, flexible hours, great benefits."
Negative,Negative,0.952076316,Accepted,Cons: no benefits for staff working for so long
Negative,Negative,0.952103913,Accepted,I regret joining them.
Positive,Positive,0.952839434,Accepted,Good experience Various benefits and care on employee.
Positive,Positive,0.952909231,Accepted,A great place to learn and grow as an intern.
Negative,Negative,0.953280091,Accepted,"Bosses with mood swings, low salary, terrible growth opportunities "
Positive,Positive,0.954023719,Accepted,"Work culture is good, learning a lots, getting lots of knowledge of product."
Positive,Positive,0.954034925,Accepted,place to gain experience and improving skills competitive career enhancement strict on compliance and penalty on the lapses job done good platform for your better career opportunities with other employer
Negative,Negative,0.954040885,Accepted,Stress and rigid working environment without system and computers upgrade.
Positive,Positive,0.95431757,Accepted,Good Environment for fresh grads.
Positive,Positive,0.954662979,Accepted,Productive workplace
Positive,Positive,0.95467633,Accepted,Fun workplace and nice working environment
Positive,Positive,0.954678535,Accepted,Great benefits and team.
Positive,Positive,0.955004811,Accepted,"UOB Customer Service Representative is a career that will help you prepare yourself with skills such as time management skills, multitasking, productivity management and you grow and stretch to go above and beyond to put a smile on customerâs face."
Positive,Positive,0.955147743,Accepted,Career enhancing and good vibes.
Positive,Positive,0.955575824,Accepted,Great collaborative culture
Positive,Positive,0.955596209,Accepted,big bonus
Positive,Positive,0.955632389,Accepted,The best working place for intern.
Positive,Positive,0.955979645,Accepted,This not only served as a motivating factor but also reflected the organization's commitment to recognizing and rewarding the hard work of its employees.
Negative,Negative,0.956008494,Accepted,Messy SOP No career advancement Old equipment Hard to apply for AL even got alot of it
Positive,Positive,0.956262648,Accepted,"Happy, productive and fun workplace"
Positive,Positive,0.95635736,Accepted,"Overall, my experience at Bank Rakyat was not only professionally rewarding but also personally fulfilling."
Negative,Negative,0.956819832,Accepted,Bad corporate culture 
Positive,Positive,0.957027256,Accepted,The best part of working at RHB was the supportive work environment and strong teamwork among colleagues.
Negative,Negative,0.957419395,Accepted,Challenge: The working is quite stressful.
Positive,Positive,0.957547009,Accepted,The remunerations given are very beneficial especially for holiday leave and medical benefit.
Negative,Negative,0.957974374,Accepted,"Toxic, bad, negative."
Negative,Negative,0.958062053,Accepted,Not good environment
,Positive,,,"Employees value these perks, which contribute to their overall job satisfaction."
Positive,Positive,0.958094478,Accepted,"Maybank offers competitive compensation, health insurance, retirement benefits, and wellness programs. "
Positive,Positive,0.95824337,Accepted,The team really supportive and helpful especially when youre having trouble/problem in your work.
Positive,Positive,0.958271623,Accepted,Working at Bank Rakyat as a contract executive for two years was a valuable and enriching experience.
Negative,Negative,0.958311439,Accepted,"Working here means forgetting of going back on time, the very first day itself the manager told me "" here i don't want people to go back on time"" usual working time is from 08:45 am to 5:45pm but you are required to work more but none is claimable."
Negative,Negative,0.958341658,Accepted,Bad experience
Positive,Positive,0.958429813,Accepted,Staff benefits is very very good in this company.
Positive,Positive,0.958562732,Accepted,"Employees often note that the company invests in their professional development, with various training programs and mentorship opportunities available to support career progression."
Negative,Negative,0.95858711,Accepted,"Poor management and leadership, with a lack of recognition for employees who go above and beyond their regular duties."
Positive,Positive,0.958673656,Accepted,"Good benefit, good exposure, best enviroment, good bonus and everything."
Positive,Positive,0.95885694,Accepted,Productive and work fun place
Negative,Negative,0.958966613,Accepted,"Operation Team negative: Lack of staff lead to task overloaded, will be under pressure a lot."
Positive,Positive,0.959162593,Accepted,"The benefit are superb , you can claim everything for personal things ie hotel , flight ticket , sport & etc."
Positive,Positive,0.959549844,Accepted,"The management is approachable, teamwork is highly valued, and there are good opportunities to gain hands-on experience and develop both technical and soft skills."
Positive,Positive,0.959696352,Accepted,"The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments."
Positive,Positive,0.9601596,Accepted,Great bonus and increment.
Positive,Positive,0.960401475,Accepted,Very recommended to work.
Positive,Positive,0.96055764,Accepted,"My experience working here has been largely positive, with a supportive environment that encourages learning and growth."
Positive,Positive,0.96056354,Accepted,positive: The allowance was good.
Positive,Positive,0.960588932,Accepted,I had a great experience working at Bank Islam.
Positive,Positive,0.960659683,Accepted,"Good and friendly staff , senior staff more helpful "
Positive,Positive,0.961197317,Accepted,a good start for fresh grad who are willing to work under stress
Positive,Positive,0.96122098,Accepted,"A typical day at work and i believe i've learned a lot of skills such as communicating, more time managing and stuff like that and the work place is rwally good"
Positive,Positive,0.961430073,Accepted,"It gave me a sense of personal accomplishment, "
Positive,Positive,0.961462855,Accepted,The company has a fast-paced and high-performance work culture that challenges you to grow.
Positive,Positive,0.961752236,Accepted,The best experience ever.
Negative,Negative,0.96214813,Accepted,Stressful for sales staff 
Positive,Positive,0.962217212,Accepted,The workplace and work-culture appreciate people who are working overtime.
Positive,Positive,0.962491572,Accepted,great
Positive,Positive,0.962736607,Accepted,Productive and fun environment
Negative,Negative,0.963023782,Accepted,'- Boss treats workers like highschoolers
Positive,Positive,0.963203847,Accepted,"Good compensation in term of flexi care which you can claim for flight, sport items, hobby class ++."
Positive,Positive,0.963345945,Accepted,Kudos for that.
Negative,Negative,0.963372111,Accepted,"One step wrong, crazy amount of OT and gaslighting."
Positive,Positive,0.963535786,Accepted,"Great management, supportive culture."
Positive,Positive,0.963540256,Accepted,"The job is fun, especially for those who like to talk to people and assist them."
Positive,Positive,0.96361208,Accepted,Maybank offers a fun and healthy work environment where employees were able to work and strive to be better everyday.
Positive,Positive,0.963914931,Accepted,The staff and taller very helpful and good place to enhance skill and also good for your career
Positive,Positive,0.964049518,Accepted,Productive and supportive team
Positive,Positive,0.964255273,Accepted,"The team was supportive and always willing to offer guidance, helping me grow both personally and professionally."
Positive,Positive,0.964277983,Accepted,"I truly value the positive and professional work environment they create, filled with teamwork, respect, and mutual support."
Positive,Positive,0.964486301,Accepted,Great Place for work
Negative,Negative,0.964562356,Accepted,Not a productive environment to work with
Positive,Positive,0.964729667,Accepted,It's a great place to work... 
Positive,Positive,0.964906394,Accepted,"The working environment is very positive, it is very inclusive and the colleagues are very supportive."
Negative,Negative,0.964949071,Accepted,But overall very bad Team Leader manager.
Positive,Positive,0.965569675,Accepted,Productive and fun workplace
Positive,Positive,0.965602517,Accepted,The supportive and friendly nature of my colleagues significantly contributed to making the overall work environment positive.
Positive,Positive,0.966508329,Accepted,"Very Good Salary, Training"
Positive,Positive,0.966671646,Accepted,Superiors r very helpful and knowledgeable.
Positive,Positive,0.966775298,Accepted,Great company to work for
Positive,Positive,0.966882169,Accepted,Pro: Good for fresh graduate as a learning centre
Positive,Positive,0.967256427,Accepted,My internship experience has been incredibly rewarding.
Negative,Negative,0.9672665,Accepted,Cons: salary not balance
Positive,Positive,0.96747005,Accepted,"The combination of a supportive work environment, generous bonuses, and the opportunity to learn from experienced colleagues made it a positive chapter in my career."
Positive,Positive,0.967725217,Accepted,It is a very good company to start your career with great salary package for fresh graduates.
Positive,Positive,0.968158782,Accepted,"Great team, supportive culture, challenging work."
Positive,Positive,0.968219101,Accepted,"The management encouraged growth, provided continuous training, and valued employeesâ contributions, making it a great place to build a long term career."
Positive,Positive,0.968245268,Accepted,"Supportive bosses, ceo , staff ."
Negative,Negative,0.968463063,Accepted,"I would say run while you can, there is no good employee welfare, pantry is provided but not with food, works are expected to be learnt in one go despite learning phase."
Positive,Positive,0.968892395,Accepted,"Employees appreciate the flexibility in working hours, the option for remote work (in some roles), and generous leave policies."
Positive,Positive,0.968929112,Accepted,Productive and good for self advancement
Negative,Negative,0.96905899,Accepted,Cons - The senior management will keep chasing you when something urgent requires your help and don't even bother you at other times.
Negative,Negative,0.969060421,Accepted,Simply appalling
Negative,Negative,0.969127834,Accepted,the hardest part of the job is current manager is toxic .
Negative,Negative,0.969142199,Accepted,"but they failed my expectations, too stressful and unable to handle it, very very lousy management"
Positive,Positive,0.970193744,Accepted,Best place to have an internship
Negative,Negative,0.970210969,Accepted,workplace culture not ok because senior behave like intern .
Negative,Negative,0.9702425,Accepted,Very toxic management style.
Negative,Negative,0.970247447,Accepted,"Constant stress, unclear roles, and no team support"
Positive,Positive,0.970283806,Accepted,They genuinely care about the teamâs well-being and motivate us with positivity and encouragement.
Positive,Positive,0.970664024,Accepted,"I especially appreciated the structured training programs and the emphasis on teamwork, which helped me develop valuable skills in financial services and customer relations."
Negative,Negative,0.970785856,Accepted,No work life balance and they will pressure you all the time
Positive,Positive,0.970797181,Accepted,"Great benefits, encouraging bonus and competitive salary if you work in HQ."
Negative,Negative,0.971020579,Accepted,"Stressful, Unfair"
Positive,Positive,0.971187651,Accepted,The work-life balance here is to die for.
Positive,Positive,0.971200824,Accepted,"brilliant training initiatives, cool projects & lots of learning opportunities"
Negative,Negative,0.971430659,Accepted,"The work environment is highly political and toxic, with poor work-life balance."
Negative,Negative,0.971502841,Accepted,but current manager is toxic .
Positive,Positive,0.971567631,Accepted,Superior guidance all the time.
Positive,Positive,0.971701145,Accepted,Productive and fun work place
Positive,Positive,0.971785963,Accepted,Very productive and fun workplace
Negative,Negative,0.971846819,Accepted,"They took advantage to bully me and asked me to leave the company, "
Positive,Positive,0.971863329,Accepted,Recognition & Ownership: Employees are empowered to lead initiatives and recognized for their contributions.
Negative,Negative,0.972157478,Accepted,Stressful and Rigid
Positive,Positive,0.972260296,Accepted,Amazing experience
Positive,Positive,0.972323239,Accepted,great place to start out my career.
Positive,Positive,0.972327232,Accepted,Workplace and culture are very good
Positive,Positive,0.972358704,Accepted,For the benefits it's tip top .
Positive,Positive,0.972448468,Accepted,"nice colleague, best working environment, got training and seniors are willingly to teach you if you are lost or dumbfounded."
Negative,Negative,0.97290498,Accepted,Cons - Micromanage on daily basis
Positive,Positive,0.973043382,Accepted,"Great salary, bonus and increment"
Negative,Negative,0.973294675,Accepted,"Short break, management suck"
Positive,Positive,0.973440468,Accepted,"Fun and enjoy working here as all the seniors all really helpful... As i had experienced in sale department form previous employment, it actually help me a lot"
Positive,Positive,0.973481953,Accepted,Best part: teamwork!
Negative,Negative,0.973567545,Accepted,Not a good place unless you're willing to do anything for money
Negative,Negative,0.973610818,Accepted,Bad working culture at Finance and Risk division
Positive,Positive,0.973611236,Accepted,"Their willingness to share knowledge, their patience in teaching, and their constant encouragement have made a huge difference in my growth and confidence at work."
Positive,Positive,0.973836958,Accepted,Employee Benefits: Benefits packages are another strong point.
Negative,Negative,0.974150896,Accepted,Not good to stay for a long time.
Positive,Positive,0.974206746,Accepted,"Best workplace, good salary"
Positive,Positive,0.974321723,Accepted,"Good salary , Good Environment, Opportunity to learn, good training , Good team work, good Benefits and compensation"
Negative,Negative,0.974476695,Accepted,current manager is toxic
Positive,Positive,0.974648297,Accepted,Thank you for being such wonderful teammates and for making my experience here so meaningful.
Negative,Negative,0.974685967,Accepted,"This review is for most positions under the Deposit Department: Poor management, no proper space to meet clients, and zero guidance."
Positive,Positive,0.974951029,Accepted,The employees were very supportive.
Negative,Negative,0.975188553,Accepted,"No Guidance, No Space, and No Credit"
Negative,Negative,0.975196123,Accepted,It was a very bad experience.
Positive,Positive,0.975465178,Accepted,best place to work
Positive,Positive,0.975600123,Accepted,Positive working environment
Positive,Positive,0.97573936,Accepted,"Overall, Bank Islam is an excellent place to work if youâre looking for a dynamic, professional, and rewarding workplace"
Negative,Negative,0.975953281,Accepted,Forget about life if u work in this company
Negative,Negative,0.975966454,Accepted,Worst management
Positive,Positive,0.975981355,Accepted,This balance of professionalism and human touch makes working under them both inspiring and enjoyable
Positive,Positive,0.976135194,Accepted,I would like to take this opportunity to express my heartfelt appreciation to my colleagues at Maybank Alor Setar who have been incredibly supportive and generous with their guidance since my very first day.
Positive,Positive,0.976270258,Accepted,Pros - The renumeration packages and bonuses are great.
Positive,Positive,0.976323247,Accepted,Pros - Able to develop relevant experience
Negative,Negative,0.976416171,Accepted,"Shame, unfair, hurting, unhumanity"
Positive,Positive,0.976596415,Accepted,productive and fun work place
Positive,Positive,0.976685822,Accepted,Excellence staff benefits
Negative,Negative,0.977198899,Accepted,"No work life balance, "
Negative,Negative,0.977445185,Accepted,Toxic
Negative,Negative,0.977997839,Accepted,"No work life balance, expected to work 13 hours everyday, high workload and marketing officer will keep pressuring you to meet their figure, supposed to work as a team but end up each of team member only work for their own target and goal, not recommend"
Positive,Positive,0.978051066,Accepted,Innovation-Driven: Focus on digital transformation makes it an exciting place for tech-savvy professionals.
Negative,Negative,0.978220105,Accepted,Very unprofessional from team manager up to higher management lvl.
Positive,Positive,0.978655994,Accepted,strong staff engagement
Positive,Positive,0.979781926,Accepted,Employer of choice for everyone
Positive,Positive,0.98038286,Accepted,Best Benefits and Great Working Environment 
Positive,Positive,0.980661333,Accepted,Great place to kickstart your career
Positive,Positive,0.980975986,Accepted,Very good first job... blessed to have the opportunity to work at Maybank!
Negative,Negative,0.981158257,Accepted,"Very heavy workloads, no work life balance & toxic management"
Negative,Negative,0.981246352,Accepted,"Work like dog, work until you die, no one gonna appreciate you."
Negative,Negative,0.9813236,Accepted," No work life Balance, No career growth"
Positive,Positive,0.981585145,Accepted,great co workers never stressful you can go home on time work life balance bosses are kind and they always check up on you they are also responsive of your inquiries
Negative,Negative,0.981720686,Accepted,toxic environment
Positive,Positive,0.982159078,Accepted,Working environment and collaborative colleagues are positive that push you forward to the limit.
Positive,Positive,0.982687294,Accepted,"Fix increment yearly, perks for staff, hospitalisation, dental, permanent position, work from home, positive working environment, need to achieve target."
Negative,Negative,0.982887387,Accepted,Please donât work here this company is really give a mental health issue and they will demand you to pay 2500 for this job who have slow system and everything look old.
Negative,Negative,0.982922792,Accepted,"Toxic cultureâcolleagues fought over customers, and superiors claimed credit for our hard work and performance."
Negative,Negative,0.983098626,Accepted,Stress working environment High work load Need to work over time to finish the work but no pay OT  Low opportunity for career growth
Positive,Positive,0.983123243,Accepted,great place to work and grow.
Positive,Positive,0.983214438,Accepted,Pros: staff mostly friendly.
Positive,Positive,0.98396945,Accepted,People who works there are energized and driven.
Positive,Positive,0.984250486,Accepted,I would recommend PBB to prospective employees who are eager to work in a dynamic environment and are passionate about banking.
Negative,Negative,0.98433727,Accepted,"No work life balance, stressful and so much pressure"
Negative,Negative,0.984566867,Accepted,Bad management and worst banking system i had ever work for.
Positive,Positive,0.984696448,Accepted,Amazing Place To Work
Positive,Positive,0.984996915,Accepted,"best work environment, encourage speak-up culture, management and colleagues are friendly and helpful."
Positive,Positive,0.985147059,Accepted,Super Productive workplace
Positive,Positive,0.985558271,Accepted,"Great place to work, persomal & career growth, & good perks"
Negative,Negative,0.985750318,Accepted,"Toxic work environment, you just sit down for 9 hours and stay glued at your screen, and everybody hates it if you take a quick break to the toilet, or suggest any new approaches"
Positive,Positive,0.986056149,Accepted,"Leadership and Management: Many employees appreciate the approachable leadership at Maybank, noting that management is supportive and values open communication."
Positive,Positive,0.986273408,Accepted,Pros Workload not very heavy Senior Micro-Frontend Developer friendly and willing to teach us.
Negative,Negative,0.986365438,Accepted,"No work life balance, toxic & poor management"
Positive,Positive,0.986496866,Accepted,Great Work Environment: Employees often mention the inclusive and collaborative culture at Maybank.
Negative,Negative,0.986533344,Accepted,"No worklife balance, prepare to work overtime without extra pay."
Positive,Positive,0.986972392,Accepted,"Fosters learning & growth, highly recommend!"
Positive,Positive,0.987013936,Accepted,Work-life balance on top!
Positive,Positive,0.98736006,Accepted,Pro: Great staff benefit.
Negative,Negative,0.987425268,Accepted,"Toxic, competitive environment"
Negative,Negative,0.987689793,Accepted,The O & T dept employees made me too shame to work together.
Positive,Positive,0.987851322,Accepted,Healthy working environment Recommended for freshers
Positive,Positive,0.989491343,Accepted,"Pros: Bonus and increment consistently high every year medical benefits great teammates, almost no politics"
Negative,Negative,0.98978442,Accepted,The worst place and management I've ever experienced
Positive,Positive,0.99105984,Accepted,Pros: Supportive Work Environment: Encouraging leadership and helpful colleagues foster a positive workplace culture.
Positive,Positive,0.991515458,Accepted,good company and culture the colleagues are helpful help each others to solve problems the environment is nice competitive salary package good benefit recommend
Positive,Positive,0.992329299,Accepted,"Pro Good benefits to employee-insurance,bonus,allowances,increment,epf, staff loan, building facilities "
Negative,Negative,0.993163407,Accepted,"No work life balance , Stressful working place Politic environment , Manager stress Long working hour"
Negative,Negative,0.994202495,Accepted,Worst place I've ever worked at 
